DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230124746,2023-11-24 00:00:00,2023-11-23 00:00:00,2300,1,Central,192,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,GRAND                        AV,VENICE,34.0357,-118.2663
200116259,2020-08-11 00:00:00,2020-08-11 00:00:00,2205,1,Central,159,1,310,BURGLARY,1414 1822 1607 2004 0344 1402,23,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,998.0,,,1300 E  6TH                          ST,,34.0382,-118.2356
201813039,2020-06-24 00:00:00,2020-06-23 00:00:00,2000,18,Southeast,1834,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 E  108TH                        ST,,33.9383,-118.2587
231509424,2023-05-08 00:00:00,2023-05-05 00:00:00,1945,15,N Hollywood,1505,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,50,M,B,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,11600    VALERIO                      ST,,34.2048,-118.3845
201410259,2020-04-30 00:00:00,2020-04-28 00:00:00,930,14,Pacific,1431,1,330,BURGLARY FROM VEHICLE,0344 1300 1612,0,X,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,MAIN,MARKET,33.989,-118.4721
220125473,2022-11-30 00:00:00,2022-11-29 00:00:00,1130,1,Central,105,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385 0329 1822 1602,29,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,420.0,,,,500    SOLANO                       AV,,34.0736,-118.2312
221417663,2022-10-12 00:00:00,2022-10-01 00:00:00,300,14,Pacific,1415,1,310,BURGLARY,1606 0344 0329,62,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,800    FLOWER                       AV,,34.0008,-118.4667
221214154,2022-06-19 00:00:00,2021-11-11 00:00:00,1755,12,77th Street,1211,2,763,STALKING,0913 1814 2000 0347 1309,52,F,B,102.0,SIDEWALK,511.0,VERBAL THREAT,AO,Adult Other,763.0,,,,5400    2ND                          AV,,33.9932,-118.3193
210313986,2021-08-05 00:00:00,2021-08-04 00:00:00,1630,3,Southwest,376,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1300 W  38TH                         ST,,34.0173,-118.3002
241007067,2024-03-27 00:00:00,2024-03-26 00:00:00,400,10,West Valley,1017,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,17400    WYANDOTTE                    ST,,34.2033,-118.5117
221716124,2022-11-15 00:00:00,2022-11-14 00:00:00,1245,17,Devonshire,1764,2,354,THEFT OF IDENTITY,0377,32,F,H,101.0,STREET,,,AA,Adult Arrest,354.0,,,,LURLINE                      AV,MARILLA                      ST,34.244,-118.5583
241906892,2024-03-18 00:00:00,2024-03-18 00:00:00,400,19,Mission,1967,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0344 2000 0913 1814 0416 0417 0429,42,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,KAGEL CANYON,OBECK                        AV,34.2417,-118.4338
202012112,2020-07-14 00:00:00,2020-07-14 00:00:00,2115,20,Olympic,2005,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,KINGSLEY                     AV,GILBERT                      PL,34.0807,-118.3034
220126209,2022-12-12 00:00:00,2022-12-10 00:00:00,1900,1,Central,132,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,522.0,,,,100 S  OLIVE                        ST,,34.055,-118.2477
231509905,2023-05-11 00:00:00,2023-05-11 00:00:00,805,15,N Hollywood,1506,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0344,28,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,343.0,,,,7100    VINELAND                     AV,,34.2027,-118.3745
231420999,2023-11-27 00:00:00,2023-11-25 00:00:00,1500,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,41,F,O,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440.0,,,,200    WORLD                        WY,,33.9455,-118.4003
222016276,2022-10-23 00:00:00,2022-10-23 00:00:00,700,20,Olympic,2029,1,310,BURGLARY,1822 0344 0321,56,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,400 S  COMMONWEALTH                 AV,,34.0667,-118.2857
222018405,2022-12-11 00:00:00,2022-12-10 00:00:00,1830,20,Olympic,2027,1,330,BURGLARY FROM VEHICLE,1609 1307 0329 1601 0344,51,M,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,500 S  KENMORE                      AV,,34.0654,-118.2966
201905094,2020-01-24 00:00:00,2020-01-23 00:00:00,1630,19,Mission,1954,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,21,M,H,101.0,STREET,,,IC,Invest Cont,745.0,,,,15300    DEVONSHIRE                   ST,,34.2573,-118.465
200816808,2020-11-23 00:00:00,2020-11-23 00:00:00,2320,8,West LA,853,1,761,BRANDISH WEAPON,0334 0432 1202 2004 0913 1817,62,M,W,101.0,STREET,204.0,FOLDING KNIFE,IC,Invest Cont,761.0,,,,SAWTELLE                     BL,SANTA MONICA                 BL,34.0465,-118.4484
202008278,2020-04-05 00:00:00,2020-04-05 00:00:00,110,20,Olympic,2079,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1822 1300 0334 0342 0416 0446 0429 0445 0449,46,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,15TH                         ST,ORCHARD                      AV,34.0452,-118.2885
210318891,2021-11-15 00:00:00,2021-11-15 00:00:00,2300,3,Southwest,335,1,520,VEHICLE - ATTEMPT STOLEN,0913 1309 1501,35,M,H,101.0,STREET,,,IC,Invest Cont,520.0,,,,2800    4TH                          AV,,34.0282,-118.3212
212004404,2021-01-12 00:00:00,2021-01-12 00:00:00,30,20,Olympic,2005,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0416 0552,0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,,,,500 N  HARVARD                      BL,,34.0799,-118.3046
241306374,2024-02-20 00:00:00,2024-02-20 00:00:00,1,13,Newton,1391,1,310,BURGLARY,0329 0358 1822 1609,51,M,H,210.0,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,6200 S  BROADWAY,,33.9789,-118.2795
231409287,2023-04-30 00:00:00,2023-04-30 00:00:00,100,14,Pacific,1445,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0422,16,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,12700    PACIFIC                      AV,,33.9993,-118.4397
230304062,2023-01-02 00:00:00,2023-01-02 00:00:00,535,3,Southwest,398,1,210,ROBBERY,0352 1202 0344 0355 0336 1309 0605 1278 0432 1822,61,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,41ST                         ST,FIGUEROA                     ST,34.0097,-118.2827
220605553,2022-02-04 00:00:00,2022-02-04 00:00:00,600,6,Hollywood,663,1,310,BURGLARY,0344 1822 1501,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1200 N  MANSFIELD                    AV,,34.0926,-118.3405
221800583,2022-04-05 00:00:00,2022-04-01 00:00:00,730,18,Southeast,1823,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 2000 0913 1814 0421 0432 1300,33,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,998.0,,,200 E  97TH                         ST,,33.9483,-118.2717
210706338,2021-03-06 00:00:00,2021-03-04 00:00:00,1600,7,Wilshire,711,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400 N  ALFRED                       ST,,34.0781,-118.3753
210216735,2021-10-20 00:00:00,2021-10-20 00:00:00,1740,2,Rampart,204,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0345,0,X,X,413.0,FURNITURE STORE,,,IC,Invest Cont,341.0,,,,3400 W  SUNSET                       BL,,34.0876,-118.2759
221407311,2022-03-09 00:00:00,2022-01-28 00:00:00,2025,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,45,F,B,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341.0,,,,100    WORLD                        WY,,33.9455,-118.4004
220907838,2022-04-11 00:00:00,2022-04-09 00:00:00,800,9,Van Nuys,904,2,354,THEFT OF IDENTITY,0922 0930 1822,39,M,B,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,354.0,,,,15000    SATICOY                      ST,,34.2085,-118.46
221014976,2022-10-07 00:00:00,2022-09-10 00:00:00,1200,10,West Valley,1001,2,354,THEFT OF IDENTITY,1822 0922,64,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,19100    LULL                         ST,,34.2093,-118.5492
230404724,2023-01-22 00:00:00,2023-01-22 00:00:00,1540,4,Hollenbeck,471,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,F,H,101.0,STREET,,,IC,Invest Cont,440.0,,,,2300 E  7TH                          ST,,34.0345,-118.2232
231516439,2023-10-23 00:00:00,2023-10-22 00:00:00,1450,15,N Hollywood,1562,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 1817,28,F,B,707.0,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,4700    COLDWATER CANYON             AV,,34.1558,-118.4138
220108161,2022-03-13 00:00:00,2022-03-13 00:00:00,40,1,Central,111,1,210,ROBBERY,1822 0344 0355 0302 0400 0416 1266 0334 0910 1313,39,M,W,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,,,,BROADWAY,CESAR E CHAVEZ,34.0585,-118.2403
241705264,2024-01-31 00:00:00,2024-01-31 00:00:00,1500,17,Devonshire,1701,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,20000    RINALDI                      ST,,34.2756,-118.5702
201820145,2020-11-06 00:00:00,2020-11-05 00:00:00,545,18,Southeast,1824,1,220,ATTEMPTED ROBBERY,1822 0416 0104,0,X,X,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,10300 S  CENTRAL                      AV,,33.947,-118.2594
232109547,2023-05-26 00:00:00,2023-05-25 00:00:00,1757,21,Topanga,2143,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,50,M,W,405.0,CLOTHING STORE,,,IC,Invest Cont,343.0,,,,6700    FALLBROOK                    AV,,34.1883,-118.6274
230807176,2023-03-08 00:00:00,2023-01-17 00:00:00,1105,8,West LA,857,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501,44,M,W,101.0,STREET,,,IC,Invest Cont,440.0,,,,1100 S  BEVERLY                      DR,,34.0571,-118.3967
211713052,2021-09-01 00:00:00,2021-07-31 00:00:00,1030,17,Devonshire,1756,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394 0352,25,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,17200    TUBA                         ST,,34.2566,-118.5079
200208419,2020-03-31 00:00:00,2020-03-31 00:00:00,2210,2,Rampart,201,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1402 1300 1307,51,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,745.0,998.0,,,4500 W  MELROSE                      AV,,34.0873,-118.296
202017150,2020-11-14 00:00:00,2020-11-14 00:00:00,1033,20,Olympic,2005,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1300 0394,37,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,400    NORMANDIE                    PL,,34.0776,-118.3012
201411532,2020-05-28 00:00:00,2020-04-20 00:00:00,2117,14,Pacific,1495,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1300,0,X,X,203.0,OTHER BUSINESS,,,AO,Adult Other,668.0,,,,9200    AIRPORT                      BL,,33.9523,-118.3906
221225652,2022-12-18 00:00:00,2022-12-18 00:00:00,1255,12,77th Street,1239,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23,M,H,248.0,CELL PHONE STORE,,,IC,Invest Cont,740.0,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
231608126,2023-05-01 00:00:00,2023-04-27 00:00:00,1518,16,Foothill,1617,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,38,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,10900    QUILL                        AV,,34.2679,-118.3166
201108365,2020-04-15 00:00:00,2020-04-13 00:00:00,1800,11,Northeast,1148,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,50,M,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,420.0,,,,N  AVENUE 50,ELDRED                       ST,34.1098,-118.2056
210112476,2021-06-26 00:00:00,2021-06-25 00:00:00,1830,1,Central,182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,22,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1200 S  HILL                         ST,,34.042,-118.2625
230718058,2023-12-06 00:00:00,2023-12-06 00:00:00,1530,7,Wilshire,784,2,901,VIOLATION OF RESTRAINING ORDER,0907 2038,34,F,A,103.0,ALLEY,,,IC,Invest Cont,901.0,998.0,,,LA BREA                      AV,20TH                         ST,34.0394,-118.348
221511850,2022-07-04 00:00:00,2022-07-04 00:00:00,1400,15,N Hollywood,1506,1,210,ROBBERY,1822 0216 0945 0400 0416 0325,0,M,O,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,7100    VINELAND                     AV,,34.2027,-118.3745
211307562,2021-03-22 00:00:00,2021-03-19 00:00:00,1400,13,Newton,1309,1,310,BURGLARY,0358 0325 0329 1608,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,2000 E  15TH                         ST,,34.0227,-118.2361
210509722,2021-05-30 00:00:00,2021-05-30 00:00:00,1645,5,Harbor,551,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0319 0329 0408 1817,25,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,,,,1500 W  1ST                          ST,,33.7434,-118.3098
220220136,2022-11-11 00:00:00,2022-11-10 00:00:00,830,2,Rampart,249,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0329 0385,57,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,331.0,,,,1000 W  7TH                          ST,,34.0542,-118.2611
221215480,2022-07-10 00:00:00,2022-07-10 00:00:00,1345,12,77th Street,1251,2,624,BATTERY - SIMPLE ASSAULT,1822 1309 1310 0447 0416,24,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,CRENSHAW                     BL,79TH                         ST,33.9673,-118.3309
230508572,2023-05-09 00:00:00,2023-05-08 00:00:00,1200,5,Harbor,521,1,520,VEHICLE - ATTEMPT STOLEN,0329 0358 1402 1300,63,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,520.0,998.0,,,800    BARHUGH                      PL,,33.7619,-118.2957
230117544,2023-08-08 00:00:00,2023-08-05 00:00:00,1130,1,Central,159,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,31,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1300    FACTORY                      PL,,34.0392,-118.2363
221011512,2022-07-12 00:00:00,2022-04-01 00:00:00,1200,10,West Valley,1028,1,121,"RAPE, FORCIBLE",0913 1814 1206 1262 0500 0400 2000,22,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,,,,16700    VICTORY                      BL,,34.1939,-118.4967
220305511,2022-02-04 00:00:00,2021-10-26 00:00:00,1600,3,Southwest,378,1,121,"RAPE, FORCIBLE",0340 0444 0448 0503 0522 0537 0913 1251 1259 0527,16,F,B,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,EXPOSITION                   BL,KINSEY                       DR,34.0181,-118.2846
220911930,2022-07-28 00:00:00,2022-07-27 00:00:00,2015,9,Van Nuys,914,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0448 0913,28,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,15000    HARTLAND                     ST,,34.1953,-118.4597
232104239,2023-01-08 00:00:00,2023-01-02 00:00:00,1323,21,Topanga,2177,2,354,THEFT OF IDENTITY,0930,88,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,20800    MARTHA                       ST,,34.1727,-118.5859
231818846,2023-11-03 00:00:00,2023-11-03 00:00:00,1035,18,Southeast,1822,2,354,THEFT OF IDENTITY,0922 1822,45,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,100 E  95TH                         ST,,33.9501,-118.2739
222004875,2022-01-23 00:00:00,2022-01-21 00:00:00,1430,20,Olympic,2053,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,3400    SAN MARINO                   ST,,34.0545,-118.3066
200817634,2020-12-16 00:00:00,2020-12-14 00:00:00,416,8,West LA,852,1,480,BIKE - STOLEN,1420 1822 0397 1602 0344,35,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,1600 S  WESTGATE                     AV,,34.0397,-118.4569
230413236,2023-10-09 00:00:00,2023-10-09 00:00:00,1455,4,Hollenbeck,497,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,343.0,,,,2700 E  OLYMPIC                      BL,,34.0243,-118.2198
220404910,2022-01-31 00:00:00,2022-01-30 00:00:00,2240,4,Hollenbeck,464,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2100 E  1ST                          ST,,34.0449,-118.2138
230220950,2023-11-14 00:00:00,2023-11-14 00:00:00,1145,2,Rampart,231,1,310,BURGLARY,1822 0342 0344 1607 1309,46,M,A,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,200 N  VENDOME                      ST,,34.0734,-118.2812
210109368,2021-04-24 00:00:00,2021-04-24 00:00:00,500,1,Central,174,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1609 1307,41,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,700 S  SPRING                       ST,,34.044,-118.2528
210107711,2021-03-20 00:00:00,2021-03-20 00:00:00,230,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,1822 0910 0447,51,M,W,138.0,STAIRWELL*,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,624.0,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
231219723,2023-09-18 00:00:00,2023-09-13 00:00:00,1030,12,77th Street,1268,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1309 2000 1814 0448 0409 0400,19,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,,,,100 W  85TH                         PL,,33.9608,-118.2739
231216126,2023-07-20 00:00:00,2023-07-18 00:00:00,1000,12,77th Street,1251,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 0344 1817,28,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,3400 W  FLORENCE                     AV,,33.9745,-118.3309
241306939,2024-03-01 00:00:00,2024-02-16 00:00:00,1600,13,Newton,1331,2,910,KIDNAPPING,0418 0344 2000,44,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,910.0,,,,2600 S  GRAND                        AV,,34.0265,-118.2723
200121326,2020-11-20 00:00:00,2020-11-20 00:00:00,1530,1,Central,156,2,946,OTHER MISCELLANEOUS CRIME,0446,11,M,B,517.0,MISSIONS/SHELTERS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,946.0,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
211224768,2021-12-02 00:00:00,2021-11-19 00:00:00,1350,12,77th Street,1259,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385,0,X,X,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,7600 S  CENTRAL                      AV,,33.9711,-118.2629
230815254,2023-10-03 00:00:00,2023-09-30 00:00:00,2256,8,West LA,841,1,310,BURGLARY,0344 1822 0358,0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,12100    WILSHIRE                     BL,,34.0441,-118.4675
241304335,2024-01-08 00:00:00,2024-01-07 00:00:00,2200,13,Newton,1325,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1310 0432 0319 0913 0360 0906,23,F,H,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,230.0,,,,43RD                         PL,CENTRAL,34.0164,-118.2534
230125254,2023-11-30 00:00:00,2023-11-30 00:00:00,2000,1,Central,159,1,330,BURGLARY FROM VEHICLE,1300 0344 1307,34,M,W,102.0,SIDEWALK,,,IC,Invest Cont,330.0,,,,1300 E  4TH                          PL,,34.0412,-118.2331
211305404,2021-02-02 00:00:00,2021-02-02 00:00:00,2020,13,Newton,1377,1,761,BRANDISH WEAPON,0334 0421 0361 0603 0913 0851,38,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,IC,Invest Cont,761.0,,,,5400    MORGAN                       AV,,33.993,-118.2445
201804279,2020-01-06 00:00:00,2020-01-05 00:00:00,1000,18,Southeast,1802,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 1402 0329 1307,64,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,998.0,,,100 E  89TH                         ST,,33.9556,-118.2739
230618991,2023-12-16 00:00:00,2023-10-26 00:00:00,1400,6,Hollywood,669,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0411 0449 0913 0416 0446 0342 2004 2034,29,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,1200 N  SERRANO                      AV,,34.093,-118.3068
210618355,2021-11-01 00:00:00,2021-11-01 00:00:00,1733,6,Hollywood,667,2,946,OTHER MISCELLANEOUS CRIME,1822 1501,0,X,X,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,946.0,,,,5800 W  SUNSET                       BL,,34.0981,-118.316
210604687,2021-01-19 00:00:00,2021-01-14 00:00:00,2030,6,Hollywood,647,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1822 1501 1300 1307,26,F,B,123.0,PARKING UNDERGROUND/BUILDING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,5800 W  SUNSET                       BL,,34.0998,-118.3211
211907205,2021-04-01 00:00:00,2020-02-22 00:00:00,1,19,Mission,1915,1,122,"RAPE, ATTEMPTED",0512 0527 1259 0913 1817 0532 0501,17,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,122.0,,,,DE GARMO                     AV,SAYRE                        ST,34.3009,-118.4442
201321774,2020-12-26 00:00:00,2020-12-26 00:00:00,1930,13,Newton,1367,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1309,44,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,HONDURAS                     ST,45TH                         ST,34.0027,-118.2441
231413026,2023-06-25 00:00:00,2023-06-25 00:00:00,1315,14,Pacific,1433,1,310,BURGLARY,1501 1609 1307 0329,81,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310.0,,,,1600    LINCOLN                      BL,,33.9971,-118.459
221508144,2022-04-13 00:00:00,2022-04-12 00:00:00,1900,15,N Hollywood,1521,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13300    SHERMAN                      WY,,34.2012,-118.4225
240107097,2024-02-13 00:00:00,2024-02-11 00:00:00,1230,1,Central,138,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1814 1906,25,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,200 S  LOS ANGELES                  ST,,34.0503,-118.2434
201818456,2020-10-08 00:00:00,2020-10-08 00:00:00,30,18,Southeast,1842,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1407 0329 1822 1202,87,F,B,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,998.0,,,100 W  111TH                        ST,,33.9348,-118.2744
